골프장명,골프장지역명,"대중제,회원제",18,사용일자,사용시간,성별코드,나이,"도민,비도민",판매업체명
라온GC,서부권,대중제,27,20210628,165058,1,40.0,도민,통화
스프링데일CC,동부권,대중제,18,20210628,165438,1,20.0,도민,통화
크라운CC,동부권,회원제,27,20210628,171651,1,50.0,도민,통화
더클래식CC,동부권,대중제,18,20210628,172138,1,30.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210628,204950,2,30.0,도민,통화
부영CC,동부권,대중제,27,20210629,85624,1,40.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210629,85726,1,40.0,도민,통화
그린필드CC(구 제피로스),제주시권,회원제,18,20210629,92627,1,30.0,도민,통화
한라산CC,제주시권,대중제,18,20210629,92812,1,30.0,도민,통화
부영CC,동부권,대중제,27,20210530,100459,1,40.0,도민,통화
라온GC,서부권,대중제,27,20210629,94527,2,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210629,100201,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210629,100229,1,40.0,도민,통화
타미우스CC,서부권,회원제,27,20210629,100948,1,30.0,도민,통화
크라운CC,동부권,회원제,27,20210629,101105,1,60.0,도민,통화
제주CC,제주시권,대중제,18,20210629,102107,1,40.0,도민,통화
스프링데일CC,동부권,대중제,18,20210629,102245,1,30.0,도민,통화
제주CC,제주시권,대중제,18,20210629,104421,1,30.0,도민,통화
제주CC,제주시권,대중제,18,20210527,65754,2,30.0,비도민,통화
중문GC,서귀포권,대중제,18,20210530,100713,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210629,105020,1,40.0,도민,통화
해비치CC,동부권,회원제+대중제,36,20210629,110435,1,40.0,비도민,통화
라헨느CC,제주시권,회원제,18,20210629,112317,1,30.0,도민,통화
라온GC,서부권,대중제,27,20210629,112321,1,30.0,도민,통화
라헨느CC,제주시권,회원제,18,20210629,112418,1,30.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210629,121827,1,30.0,도민,통화
더클래식CC,동부권,대중제,18,20210530,102747,2,30.0,도민,통화
그린필드CC(구 제피로스),제주시권,회원제,18,20210629,125520,1,40.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210629,131550,2,50.0,도민,통화
스프링데일CC,동부권,대중제,18,20210629,132547,1,50.0,도민,통화
스프링데일CC,동부권,대중제,18,20210629,132719,1,30.0,도민,통화
제주CC,제주시권,대중제,18,20210629,132825,1,50.0,도민,통화
부영CC,동부권,대중제,27,20210629,133038,1,50.0,도민,통화
에버리스CC,서부권,회원제,27,20210629,135335,1,30.0,도민,통화
세인트포CC,동부권,대중제,36,20210629,142115,1,40.0,도민,통화
부영CC,동부권,대중제,27,20210530,102806,2,30.0,도민,통화
제주CC,제주시권,대중제,18,20210629,150940,1,40.0,도민,통화
타미우스CC,서부권,회원제,27,20210629,155117,1,60.0,도민,통화
에버리스CC,서부권,회원제,27,20210629,155435,1,60.0,도민,통화
중문GC,서귀포권,대중제,18,20210629,160655,1,50.0,도민,통화
타미우스CC,서부권,회원제,27,20210629,162035,2,40.0,도민,통화
중문GC,서귀포권,대중제,18,20210629,164014,1,40.0,도민,통화
제주CC,제주시권,대중제,18,20210629,164635,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210629,185530,1,20.0,도민,통화
에코랜드GC,동부권,대중제,27,20210530,102910,1,60.0,도민,통화
부영CC,동부권,대중제,27,20210629,185542,1,20.0,도민,통화
제주CC,제주시권,대중제,18,20210629,185742,1,20.0,도민,통화
더클래식CC,동부권,대중제,18,20210629,193243,1,30.0,도민,통화
더클래식CC,동부권,대중제,18,20210629,223929,1,40.0,도민,통화
제주CC,제주시권,대중제,18,20210630,90248,2,50.0,도민,통화
에버리스CC,서부권,회원제,27,20210630,90642,1,30.0,도민,통화
타미우스CC,서부권,회원제,27,20210630,90851,1,30.0,도민,통화
제주CC,제주시권,대중제,18,20210630,92208,2,40.0,도민,통화
스프링데일CC,동부권,대중제,18,20210630,92307,1,40.0,도민,통화
스프링데일CC,동부권,대중제,18,20210530,103003,2,30.0,도민,통화
중문GC,서귀포권,대중제,18,20210630,92429,1,40.0,도민,통화
타미우스CC,서부권,회원제,27,20210630,92452,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210630,101121,2,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210630,101313,2,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210630,101336,2,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210630,101356,2,40.0,도민,통화
타미우스CC,서부권,회원제,27,20210630,101757,1,40.0,도민,통화
에버리스CC,서부권,회원제,27,20210630,102011,1,40.0,도민,통화
라온GC,서부권,대중제,27,20210630,102302,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210630,104625,1,20.0,비도민,통화
더클래식CC,동부권,대중제,18,20210530,103310,2,30.0,도민,통화
더클래식CC,동부권,대중제,18,20210630,104744,1,20.0,비도민,통화
해비치CC,동부권,회원제+대중제,36,20210530,103646,2,30.0,도민,통화
중문GC,서귀포권,대중제,18,20210630,112048,1,40.0,도민,통화
세인트포CC,동부권,대중제,36,20210630,112816,1,40.0,도민,통화
그린필드CC(구 제피로스),제주시권,회원제,18,20210630,113004,2,40.0,도민,통화
타미우스CC,서부권,회원제,27,20210630,124142,2,20.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210630,125318,1,30.0,도민,통화
에버리스CC,서부권,회원제,27,20210630,125510,1,40.0,도민,통화
에버리스CC,서부권,회원제,27,20210630,125723,1,40.0,도민,통화
에버리스CC,서부권,회원제,27,20210630,130110,1,40.0,도민,통화
부영CC,동부권,대중제,27,20210530,104208,2,30.0,도민,통화
타미우스CC,서부권,회원제,27,20210630,130412,2,20.0,도민,통화
타미우스CC,서부권,회원제,27,20210630,130616,2,20.0,도민,통화
라온GC,서부권,대중제,27,20210630,130818,1,40.0,도민,통화
라온GC,서부권,대중제,27,20210630,130843,1,40.0,도민,통화
한라산CC,제주시권,대중제,18,20210630,132821,1,40.0,도민,통화
라온GC,서부권,대중제,27,20210630,134648,2,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210630,134716,2,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210630,134840,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210630,134850,1,40.0,도민,통화
해비치CC,동부권,회원제+대중제,36,20210530,104259,2,30.0,도민,통화
더클래식CC,동부권,대중제,18,20210630,134907,1,40.0,도민,통화
중문GC,서귀포권,대중제,18,20210630,134937,1,40.0,도민,통화
크라운CC,동부권,회원제,27,20210630,135024,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210630,135033,1,40.0,도민,통화
크라운CC,동부권,회원제,27,20210630,135044,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210630,135200,1,40.0,도민,통화
라온GC,서부권,대중제,27,20210630,135402,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210630,141256,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210630,141807,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210630,141839,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210630,144129,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210630,144159,1,30.0,도민,통화
더클래식CC,동부권,대중제,18,20210630,144317,1,30.0,도민,통화
부영CC,동부권,대중제,27,20210630,144338,1,30.0,도민,통화
부영CC,동부권,대중제,27,20210630,144921,1,40.0,도민,통화
스프링데일CC,동부권,대중제,18,20210630,145011,1,40.0,도민,통화
타미우스CC,서부권,회원제,27,20210630,145152,1,40.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210630,153113,2,40.0,도민,통화
크라운CC,동부권,회원제,27,20210530,115446,2,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210630,153746,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210630,160821,2,40.0,도민,통화
라헨느CC,제주시권,회원제,18,20210630,170254,1,50.0,도민,통화
더클래식CC,동부권,대중제,18,20210530,115722,2,40.0,도민,통화
나인브릿지CC,서부권,회원제,18,20210630,172604,2,50.0,도민,통화
더클래식CC,동부권,대중제,18,20210630,180440,1,50.0,도민,통화
더클래식CC,동부권,대중제,18,20210630,180508,1,50.0,도민,통화
더클래식CC,동부권,대중제,18,20210630,180529,1,50.0,도민,통화
더클래식CC,동부권,대중제,18,20210630,185937,1,30.0,도민,통화
더클래식CC,동부권,대중제,18,20210630,190015,1,30.0,도민,통화
중문GC,서귀포권,대중제,18,20210630,203515,2,50.0,도민,통화
에버리스CC,서부권,회원제,27,20210530,123018,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210701,84349,2,30.0,도민,통화
제주CC,제주시권,대중제,18,20210701,84707,2,60.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210701,91048,1,50.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210701,91145,1,50.0,도민,통화
더클래식CC,동부권,대중제,18,20210701,91601,2,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210530,125843,1,40.0,도민,통화
타미우스CC,서부권,회원제,27,20210701,94540,2,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210701,94936,2,40.0,도민,통화
라온GC,서부권,대중제,27,20210701,100447,1,40.0,도민,통화
제주CC,제주시권,대중제,18,20210530,135021,1,40.0,도민,통화
부영CC,동부권,대중제,27,20210701,103008,1,60.0,도민,통화
제주CC,제주시권,대중제,18,20210701,103638,1,40.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210530,135205,1,40.0,도민,통화
세인트포CC,동부권,대중제,36,20210701,104717,1,50.0,도민,통화
제주CC,제주시권,대중제,18,20210701,105035,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210701,105426,1,40.0,도민,통화
에버리스CC,서부권,회원제,27,20210701,110003,1,60.0,도민,통화
라헨느CC,제주시권,회원제,18,20210701,110610,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210701,110906,1,50.0,도민,통화
제주CC,제주시권,대중제,18,20210701,110951,1,50.0,도민,통화
부영CC,동부권,대중제,27,20210530,135527,2,40.0,도민,통화
제주CC,제주시권,대중제,18,20210701,112021,2,40.0,도민,통화
사이프러스CC,동부권,회원제+대중제,36,20210701,113634,1,40.0,도민,통화
라온GC,서부권,대중제,27,20210701,123713,1,50.0,도민,통화
중문GC,서귀포권,대중제,18,20210701,140124,1,40.0,도민,통화
중문GC,서귀포권,대중제,18,20210701,140131,1,40.0,도민,통화
중문GC,서귀포권,대중제,18,20210701,140145,1,40.0,도민,통화
중문GC,서귀포권,대중제,18,20210701,140203,1,40.0,도민,통화
중문GC,서귀포권,대중제,18,20210701,140216,1,40.0,도민,통화
중문GC,서귀포권,대중제,18,20210701,140322,1,40.0,도민,통화
중문GC,서귀포권,대중제,18,20210701,140340,1,40.0,도민,통화
중문GC,서귀포권,대중제,18,20210701,140348,1,40.0,도민,통화
중문GC,서귀포권,대중제,18,20210701,140415,1,40.0,도민,통화
중문GC,서귀포권,대중제,18,20210701,140428,1,40.0,도민,통화
중문GC,서귀포권,대중제,18,20210701,140434,1,40.0,도민,통화
중문GC,서귀포권,대중제,18,20210701,140434,1,40.0,도민,통화
부영CC,동부권,대중제,27,20210701,140510,1,40.0,도민,통화
부영CC,동부권,대중제,27,20210701,141630,2,40.0,도민,통화
부영CC,동부권,대중제,27,20210701,143028,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210701,143213,1,40.0,도민,통화
중문GC,서귀포권,대중제,18,20210701,150218,2,30.0,도민,통화
핀크스GC ,서부권,회원제,27,20210701,151152,1,50.0,비도민,통화
라온GC,서부권,대중제,27,20210701,153356,1,40.0,도민,통화
라온GC,서부권,대중제,27,20210701,153419,1,40.0,도민,통화
부영CC,동부권,대중제,27,20210701,162605,1,40.0,도민,통화
한라산CC,제주시권,대중제,18,20210701,162646,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210701,162707,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210701,162735,1,40.0,도민,통화
제주CC,제주시권,대중제,18,20210701,162747,1,40.0,도민,통화
한라산CC,제주시권,대중제,18,20210701,162825,1,40.0,도민,통화
그린필드CC(구 제피로스),제주시권,회원제,18,20210701,162850,1,40.0,도민,통화
제주CC,제주시권,대중제,18,20210701,163014,2,50.0,도민,통화
타미우스CC,서부권,회원제,27,20210701,170321,1,60.0,도민,통화
더클래식CC,동부권,대중제,18,20210701,172028,1,30.0,도민,통화
더클래식CC,동부권,대중제,18,20210701,172033,1,30.0,도민,통화
타미우스CC,서부권,회원제,27,20210701,172149,1,30.0,도민,통화
더클래식CC,동부권,대중제,18,20210702,81642,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210702,81706,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210702,81722,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210702,81752,1,40.0,도민,통화
부영CC,동부권,대중제,27,20210702,84929,2,50.0,도민,통화
제주CC,제주시권,대중제,18,20210702,92733,2,40.0,도민,통화
부영CC,동부권,대중제,27,20210702,94810,2,30.0,도민,통화
부영CC,동부권,대중제,27,20210702,94841,2,30.0,도민,통화
제주CC,제주시권,대중제,18,20210702,95413,2,30.0,도민,통화
제주CC,제주시권,대중제,18,20210702,100210,2,30.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210702,105408,1,60.0,도민,통화
중문GC,서귀포권,대중제,18,20210702,110903,2,50.0,도민,통화
중문GC,서귀포권,대중제,18,20210702,111612,2,30.0,도민,통화
스프링데일CC,동부권,대중제,18,20210702,111641,2,30.0,도민,통화
부영CC,동부권,대중제,27,20210702,111732,2,30.0,도민,통화
부영CC,동부권,대중제,27,20210702,111836,2,50.0,도민,통화
한라산CC,제주시권,대중제,18,20210702,113720,2,30.0,도민,통화
스프링데일CC,동부권,대중제,18,20210530,140703,1,40.0,도민,통화
제주CC,제주시권,대중제,18,20210702,123306,1,20.0,도민,통화
타미우스CC,서부권,회원제,27,20210702,124022,2,20.0,도민,통화
라온GC,서부권,대중제,27,20210702,124436,2,20.0,도민,통화
제주CC,제주시권,대중제,18,20210702,125359,2,40.0,도민,통화
부영CC,동부권,대중제,27,20210702,125440,2,40.0,도민,통화
타미우스CC,서부권,회원제,27,20210702,125634,2,40.0,도민,통화
제주CC,제주시권,대중제,18,20210702,130007,2,40.0,도민,통화
타미우스CC,서부권,회원제,27,20210702,130043,2,40.0,도민,통화
타미우스CC,서부권,회원제,27,20210702,130202,2,20.0,도민,통화
스프링데일CC,동부권,대중제,18,20210530,140830,1,40.0,도민,통화
라온GC,서부권,대중제,27,20210702,130350,2,20.0,도민,통화
더클래식CC,동부권,대중제,18,20210702,130434,1,50.0,도민,통화
부영CC,동부권,대중제,27,20210702,134105,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210702,134605,1,40.0,도민,통화
제주CC,제주시권,대중제,18,20210702,142322,2,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210702,143407,1,50.0,도민,통화
부영CC,동부권,대중제,27,20210702,145637,1,60.0,도민,통화
더클래식CC,동부권,대중제,18,20210702,150939,1,60.0,도민,통화
플라자CC제주,제주시권,대중제,9,20210702,151004,1,60.0,도민,통화
세인트포CC,동부권,대중제,36,20210702,153125,1,40.0,비도민,통화
더클래식CC,동부권,대중제,18,20210702,155233,1,40.0,도민,통화
더클래식CC,동부권,대중제,18,20210702,155256,1,40.0,도민,통화
부영CC,동부권,대중제,27,20210702,155350,1,40.0,도민,통화
에코랜드GC,동부권,대중제,27,20210702,155438,1,40.0,도민,통화
중문GC,서귀포권,대중제,18,20210702,160513,1,40.0,도민,통화
